,FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected,parent,families,parent_name
283,283,0,Celtis occidentalis,2018,42.69959399,-71.15279172, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
284,284,0,Celtis occidentalis,2018,42.69965731,-71.15275013, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
285,285,0,Celtis occidentalis,2018,42.70058963,-71.15233122, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
286,286,0,Celtis occidentalis,2018,42.70059618,-71.15221238, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
287,287,0,Cercis canadensis,2018,42.70060928,-71.15205789, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
288,288,0,Cercis canadensis,2018,42.69924901,-71.15301455, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
289,289,0,Cornus kousa (Rutgers Stellar Pink),2018,42.69928831,-71.15316013, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CORNUS,Cornaceae
290,290,0,Cornus kousa (Rutgers Stellar Pink),2018,42.70042806,-71.15313042, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CORNUS,Cornaceae
291,291,0,Fagus grandifolia,2018,42.70039968,-71.15303832, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,FAGUS,Fagaceae
292,292,0,Fagus grandifolia,2018,42.69974683,-71.15236984, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,FAGUS,Fagaceae
293,293,0,Gleditsia triacanthos v. inermis,2018,42.69965731,-71.15240846, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
294,294,0,Liquidambar styraciflua,2018,42.69955469,-71.15092297, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
295,295,0,Liquidambar styraciflua,2018,42.69932543,-71.15311556, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
296,296,0,Liquidambar styraciflua,2018,42.6993953,-71.15301752, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
297,297,0,Liquidambar styraciflua,2018,42.69948482,-71.15293136, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
298,298,0,Nyssa sylvatica,2018,42.69954159,-71.15288085, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
299,299,0,Nyssa sylvatica,2018,42.69942805,-71.15116362, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
300,300,0,Platanus x aceriflolia,2018,42.70036474,-71.15104775, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
301,301,0,Platanus x aceriflolia,2018,42.70062239,-71.15180535, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
302,302,0,Platanus x aceriflolia,2018,42.7006333,-71.15169542, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
303,303,0,Platanus x aceriflolia,2018,42.70068352,-71.15105369, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
304,304,0,Platanus x aceriflolia,2018,42.70003505,-71.15128246, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
305,305,0,Platanus x aceriflolia,2018,42.70000011,-71.15135673, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
306,306,0,Platanus x aceriflolia,2018,42.69979487,-71.15166274, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
307,307,0,Quercus palustris,2018,42.69982762,-71.15161521, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
308,308,0,Quercus palustris,2018,42.69951539,-71.15111014, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
309,309,0,Quercus palustris,2018,42.69958963,-71.15107152, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
310,310,0,Quercus palustris,2018,42.69963111,-71.1511963, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
311,311,0,Quercus palustris,2018,42.69967915,-71.15126463, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
312,312,0,Quercus palustris,2018,42.69972718,-71.15130325, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
313,313,0,Quercus palustris,2018,42.69976648,-71.1513597, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
314,314,0,Quercus rubra,2018,42.69980142,-71.15141912, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
315,315,0,Quercus rubra,2018,42.69994116,-71.15139535, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
316,316,0,Quercus rubra,2018,42.69991059,-71.15146369, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
317,317,0,Quercus rubra,2018,42.69991277,-71.15154093, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
318,318,0,Quercus rubra,2018,42.69990404,-71.15164789, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
319,319,0,Taxodium distichum,2018,42.70082326,-71.14979993, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
320,320,0,Taxodium distichum,2018,42.69959181,-71.15241144, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
321,321,0,Taxodium distichum,2018,42.69955469,-71.15241441, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
322,322,0,Taxodium distichum,2018,42.69950884,-71.15241441, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
323,323,0,Tilia americana,2018,42.69946299,-71.15239658, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
324,324,0,Tilia americana,2018,42.699725,-71.15096753, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
325,325,0,Tilia americana,2018,42.69984945,-71.15090217, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
326,326,0,Tilia americana,2018,42.69971408,-71.15108043, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
327,327,0,Tilia americana,2018,42.6998298,-71.15101507, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
328,328,0,Tilia americana,2018,42.69989094,-71.15098239, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
329,329,0,Tilia americana,2018,42.7005023,-71.15275904, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
330,330,0,Tilia americana,2018,42.700463,-71.15269962, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
331,331,0,Ulmus americana,2018,42.70042588,-71.15264317, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
332,332,0,Ulmus americana,2018,42.70042588,-71.15104181, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
333,333,0,Ulmus americana,2018,42.70049793,-71.15105666, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
334,334,0,Ulmus americana,2018,42.7005809,-71.15107449, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
335,335,0,Ulmus americana,2018,42.7006464,-71.15108637, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
336,336,0,Ulmus americana,2018,42.70065732,-71.15162412, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
337,337,0,Ulmus americana,2018,42.70066169,-71.15156173, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
338,338,0,Ulmus americana,2018,42.70066605,-71.1514726, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
339,339,0,Ulmus americana,2018,42.7006726,-71.1514013, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
340,340,0,Ulmus americana,2018,42.70068134,-71.15132702, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
341,341,0,Ulmus americana,2018,42.7006857,-71.15123492, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
342,342,0,Ulmus americana,2018,42.70069007,-71.15115767, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
343,343,0,Ulmus americana,2018,42.70070754,-71.15098536, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
344,344,0,Ulmus americana,2018,42.70071409,-71.15092594, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
345,345,0,Ulmus americana,2018,42.70072064,-71.15086355, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
346,346,0,Gleditsia triacanthos v. inermis,2018,42.70072501,-71.15078927, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
347,347,0,Gleditsia triacanthos v. inermis,2018,42.69959321,-71.1509642, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
348,348,0,Gleditsia triacanthos v. inermis,2018,42.69965958,-71.15097371, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
349,349,0,Gleditsia Trichanthos,2018,42.70201311,-71.14703924, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
350,350,0,Gleditsia Trichanthos,2018,42.70200001,-71.14722819, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
351,351,0,Gleditsia Trichanthos,2018,42.70195547,-71.14765245, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
352,352,0,Gleditsia Trichanthos,2018,42.70195285,-71.14773802, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
353,353,0,Gleditsia Trichanthos,2018,42.70184281,-71.14917836, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
354,354,0,Gleditsia Trichanthos,2018,42.70184805,-71.14907497, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
355,355,0,Gleditsia Trichanthos,2018,42.70186115,-71.14894305, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
356,356,0,Gleditsia Trichanthos,2018,42.70187687,-71.14881471, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
357,357,0,Gleditsia Trichanthos,2018,42.70188473,-71.14869349, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
358,358,0,Gleditsia Trichanthos,2018,42.70188997,-71.14858653, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
359,359,0,Gleditsia Trichanthos,2018,42.70189783,-71.14847958, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
360,360,0,Gleditsia Trichanthos,2018,42.70190569,-71.1483441, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
361,361,0,Gleditsia Trichanthos,2018,42.70191617,-71.14826567, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
362,362,0,Gleditsia Trichanthos,2018,42.70192665,-71.14817297, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
363,363,0,Gleditsia Trichanthos,2018,42.70193189,-71.14808741, , ,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
364,364,0,Zelkova seratta,2018,42.69876856,-71.15663972, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
365,365,0,Syringa reticulata,2018,42.6982353,-71.15808002, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
366,366,0,Betula Nigra,2018,42.71385356,-71.16258982, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
367,367,0,Betula Nigra,2018,42.71379331,-71.16258269, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
368,368,0,Liquidambar styraciflua,2018,42.7137121,-71.16206336, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
369,369,0,Liquidambar styraciflua,2018,42.71349293,-71.1612814, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
370,370,0,Liquidambar styraciflua,2018,42.71352087,-71.16139905, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
371,371,0,Quercus palustris,2018,42.71379942,-71.16213823, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
372,372,0,Quercus palustris,2018,42.7137121,-71.1618649, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
373,373,0,Quercus palustris,2018,42.7136309,-71.16162128, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
374,374,0,Ulmus americana,2018,42.71360295,-71.16254942, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
375,375,0,Ulmus americana,2018,42.71348944,-71.16177458, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
376,376,0,Ulmus americana,2018,42.7133637,-71.16175676, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
377,377,0,Platanus acerifolia,2018,42.71353223,-71.16254466, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
378,378,0,Platanus acerifolia,2018,42.71365796,-71.16256724, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
379,379,0,Platanus acerifolia,2018,42.71342133,-71.16176864, ,Marion Ave,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
380,380,0,Ulmus americana,2018,42.7116794,-71.170291, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
381,381,0,Ulmus americana,2018,42.71161443,-71.1702525, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
382,382,0,Ulmus americana,2018,42.71138705,-71.17004429, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
383,383,0,Ulmus americana,2018,42.71149497,-71.16978332, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
384,384,0,Ulmus americana,2018,42.7115568,-71.16964499, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
385,385,0,Ulmus americana,2018,42.71166473,-71.169394, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
386,386,0,Ulmus americana,2018,42.71179152,-71.1693612, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
387,387,0,Ulmus americana,2018,42.71190363,-71.16945532, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
388,388,0,Ulmus americana,2018,42.71199375,-71.16961076, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
389,389,0,Ulmus americana,2018,42.71186067,-71.16988457, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
390,390,0,Plantus acefolia,2018,42.71180514,-71.17003146, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
391,391,0,Plantus acefolia,2018,42.71156728,-71.17022113, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
392,392,0,Plantus acefolia,2018,42.71144049,-71.17011845, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
393,393,0,Plantus acefolia,2018,42.71139648,-71.16999866, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
394,394,0,Plantus acefolia,2018,42.71152222,-71.16973198, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
395,395,0,Plantus acefolia,2018,42.71158195,-71.16959508, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
396,396,0,Plantus acefolia,2018,42.7119466,-71.16949383, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
397,397,0,Plantus acefolia,2018,42.7119948,-71.16954802, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
398,398,0,Plantus acefolia,2018,42.71188687,-71.16983608, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
399,399,0,Plantus acefolia,2018,42.71183238,-71.16996443, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
400,400,0,Plantus acefolia,2018,42.71171397,-71.1702254, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLANTUS,
401,401,0,Acer rubrum,2018,42.71152012,-71.17017977, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
402,402,0,Acer rubrum,2018,42.71144992,-71.16988457, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
403,403,0,Acer rubrum,2018,42.71162176,-71.16949668, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
404,404,0,Acer rubrum,2018,42.71184496,-71.16941539, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
405,405,0,Acer rubrum,2018,42.71194764,-71.16970346, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
406,406,0,Acer rubrum,2018,42.71175798,-71.17011417, ,Hampshire St,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
407,407,0,Celtis occidentalis,2018,42.71182723,-71.16622763, ,White Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
408,408,0,Celtis occidentalis,2018,42.71174689,-71.16621694, ,White Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CELTIS,
409,409,0,Liriodendron Tulipifera,2018,42.71178182,-71.16626328, ,White Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
410,410,0,Prunus x Yoedensis,2018,42.71189359,-71.16634291, ,White Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
411,411,0,Cornus kousa (Rutgers Stellar Pink),2018,42.71189097,-71.16641896, ,White Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CORNUS,Cornaceae
412,412,0,Prunus x Yoedensis,2018,42.69702486,-71.15938643, ,Bailey Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
413,413,0,Liriodendron Tulipifera,2018,42.69693962,-71.15911167, ,Bailey Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
414,414,0,Liriodendron Tulipifera,2018,42.69692425,-71.15917632, ,Bailey Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
415,415,0,Ginkgo biloba,2018,42.69709614,-71.15919058, ,Bailey Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
416,416,0,Ginkgo biloba,2018,42.69707587,-71.15927139, ,Bailey Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
417,417,0,Parrotia persica,2018,42.6989522,-71.1539526, ,Salem Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
418,418,0,Parrotia persica,2018,42.69895656,-71.15392289, ,Salem Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
419,419,0,Cercis Canadensis,2018,42.69912469,-71.15395557, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
420,420,0,Gleditsia tricanthos,2018,42.69907884,-71.15446955, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
421,421,0,Gleditsia tricanthos,2018,42.69926443,-71.15045573, ,Salem Street Corridor,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
422,422,0,Syringa reticulata,2018,42.70051641,-71.14818589, ,Loring Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
423,423,0,Syringa reticulata,2018,42.70059676,-71.14834989, ,Loring Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
424,424,0,Cornus kousa (Rutgers Stellar Pink),2018,42.70055746,-71.14827384, ,Loring Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CORNUS,Cornaceae
425,425,0,Cornus kousa (Rutgers Stellar Pink),2018,42.70046925,-71.14820847, ,Loring Street,15 to 20,15 to 20,3.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CORNUS,Cornaceae
